Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1f43,21075.82,1701.318333,8,3,10,1,Personal Loan,14,19,8.87,2,_,749.5,25.27137235,16 Years and 4 Months,Yes,14.22944411,36.3437405,High_spent_Medium_value_payments,369.5586487,2024-01-01
CUS_0x1f74,37539.84,3404.32,0,5,12,0,,8,9,2.34,5,Good,31.11,38.98210676,32 Years and 7 Months,No,0.0,41.34953039,High_spent_Medium_value_payments,549.0824696,2024-01-01
CUS_0x1feb,31254.23,2665.519167,0,6,4,4,"Credit-Builder Loan, Not Specified, Mortgage Loan, and Debt Consolidation Loan",12,2,9.94,6,Good,783.52,36.80974644,30 Years and 2 Months,No,74.50361698,340.9873415,Low_spent_Small_value_payments,141.0609581,2024-01-01
CUS_0x2005,17063.595,1571.96625,7,7,16,0_,,11,14_,16.53,2,_,486.79,24.76985798,26 Years and 2 Months,Yes,0.0,51.58852687,Low_spent_Medium_value_payments,385.6080981,2024-01-01
CUS_0x2059,121503.72,10000.31,4,6,3,2_,"Home Equity Loan, and Payday Loan",14,1,-2.14,2,_,128.68,38.36845078,33 Years and 7 Months,No,189.119319,1093.919819,Low_spent_Small_value_payments,6.991862421,2024-01-01
CUS_0x2095,73842.33,5927.5275,4,5,5,3,"Home Equity Loan, Student Loan, and Home Equity Loan",27,18,5.83,4,Standard,344.09,37.5917897,19 Years and 2 Months,No,112.5848146,210.4503611,High_spent_Medium_value_payments,519.7175743,2024-01-01
CUS_0x20ff,16862.88,1273.24,8,8,22,7,"Personal Loan, Mortgage Loan, Mortgage Loan, Personal Loan, Student Loan, Credit-Builder Loan, and Auto Loan",52,19,19.07,12,Standard,1377.71,34.1711752,17 Years and 8 Months,Yes,81.80403665,157.6212057,Low_spent_Small_value_payments,177.8987577,2024-01-01
CUS_0x211a,56192.32,4676.693333,10,6,21,8,"Auto Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Debt Consolidation Loan, Payday Loan, Personal Loan, and Debt Consolidation Loan",44,21,14.07,7,Bad,3777.1,25.79379551,11 Years and 6 Months,Yes,282.1903992,167.4862756,High_spent_Small_value_payments,277.9926585,2024-01-01
CUS_0x211f,15293.55,1251.4625,7,3,18,3,"Mortgage Loan, Auto Loan, and Personal Loan",24,13_,17.87,7,Standard,939.47,25.06140065,19 Years and 5 Months,Yes,23.75468254,22.9454469,Low_spent_Small_value_payments,308.4190483,2024-01-01
CUS_0x214c,20877.19,1779.765833,7,6,20,5,"Not Specified, Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, and Student Loan",20,20,15.69,16,Standard,1324.1_,27.87158539,16 Years and 5 Months,Yes,58.02206477,155.0404193,Low_spent_Large_value_payments,234.9140993,2024-01-01
CUS_0x2189,24131.57,2144.964167,7,7,13,2,"Home Equity Loan, and Debt Consolidation Loan",15,10,1.51,0,Standard,1246.66,29.21938718,17 Years and 6 Months,No,38.59964395,__10000__,Low_spent_Small_value_payments,339.0783993,2024-01-01
CUS_0x2311,23035.15,1901.595833,6,7,17,5_,"Not Specified, Payday Loan, Auto Loan, Debt Consolidation Loan, and Mortgage Loan",22,16,19.39,4,Standard,954.44,35.26247576,8 Years and 5 Months,Yes,91.77461107,145.5890576,Low_spent_Large_value_payments,222.7959146,2024-01-01
CUS_0x237b,28754.13,2479.1775,4,5,11,3,"Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan",11,17,12.84,3,Standard,1175.57,26.474339,18 Years and 4 Months,Yes,66.95920908,220.8588684,!@9#%8,250.0996725,2024-01-01
CUS_0x239e,14390.16,1000.18,9,10,26,1014,"Not Specified, and Auto Loan",33,17,2.51,13,_,1327.91,23.32400071,15 Years and 11 Months,Yes,18.29421183,52.76728632,Low_spent_Small_value_payments,318.9565019,2024-01-01
CUS_0x2416,93957.36,8044.78,3,6,13,0,,14,18,19.03,5,_,1344.71,38.40085619,16 Years and 2 Months,Yes,0.0,300.179494,High_spent_Medium_value_payments,754.298506,2024-01-01
CUS_0x242e,19656.51,1672.0425,7,5,5,4,"Personal Loan, Payday Loan, Credit-Builder Loan, and Mortgage Loan",6,20,16.89,11,Standard,786.15,22.10855675,11 Years and 2 Months,Yes,48.68909009,90.82909323,Low_spent_Medium_value_payments,307.6860667,2024-01-01
CUS_0x2444,113384.82,9507.735,2,960,8,3,"Payday Loan, Auto Loan, and Debt Consolidation Loan",19,9,10.41,3,Good,680.7,39.34119108,23 Years and 4 Months,No,149.6177184,313.1403394,High_spent_Medium_value_payments,738.0154422,2024-01-01
CUS_0x247c,119321.84_,9694.486667,2,4,19,4,"Auto Loan, Personal Loan, Mortgage Loan, and Payday Loan",22,19,8.85,1,Standard,149.44,28.01020492,18 Years and 10 Months,No,344.5781453,473.934985,Low_spent_Large_value_payments,420.9355364,2024-01-01
CUS_0x2499,28276.72_,2449.393333,5,4,10,4,"Not Specified, Not Specified, Payday Loan, and Debt Consolidation Loan",20,9,10.51,4,Standard,123.73,37.1243531,30 Years and 5 Months,No,50.01787354,26.60670401,High_spent_Large_value_payments,408.3147558,2024-01-01
CUS_0x24d9,108884.76,8805.73,8,4,16,6,"Personal Loan, Mortgage Loan, Mortgage Loan, Not Specified, Payday Loan, and Not Specified",25,11,6.48,9,_,769.81,37.99606971,5 Years and 10 Months,Yes,352.3227907,256.7802281,High_spent_Medium_value_payments,521.4699812,2024-01-01
CUS_0x2547,28070.62,2437.218333,3,3,12,4,"Auto Loan, Home Equity Loan, Credit-Builder Loan, and Personal Loan",12,17,8.55,7,Standard,1483.05,29.52290376,9 Years and 0 Months,Yes,63.95505298,152.1735663,High_spent_Small_value_payments,287.5932141,2024-01-01
CUS_0x25ca,18694.99,1657.915833,9,5,21,7,"Payday Loan, Payday Loan, Payday Loan, Home Equity Loan, Auto Loan, Mortgage Loan, and Mortgage Loan",55,20,7.97,12,Bad,1959.49,28.90956762,10 Years and 8 Months,NM,100.2224655,86.12193884,High_spent_Small_value_payments,239.4471789,2024-01-01
CUS_0x2767,19251.265_,1445.272083,0,2,10,0,,2,6,10.51,2,_,222.4,22.69101791,27 Years and 10 Months,NM,0.0,77.37599104,!@9#%8,357.1512173,2024-01-01
CUS_0x27c2,98534.22,8050.185,6,6,8,0,,8,16,13.1,5,Standard,1110.26,35.72364931,27 Years and 0 Months,Yes,0.0,__10000__,High_spent_Medium_value_payments,926.0349211,2024-01-01
CUS_0x286c,31230.16,2515.513333,6,5,8,2_,"Credit-Builder Loan, and Credit-Builder Loan",10,11,2.16,7,Good,758.88,26.29418931,28 Years and 2 Months,No,28.22094355,18.32378213,High_spent_Large_value_payments,445.0066077,2024-01-01
CUS_0x2954,22443.96,2114.33,4,6,17,-100,"Mortgage Loan, Payday Loan, Personal Loan, Home Equity Loan, and Home Equity Loan",3,19,_,4,Standard,429.65,31.42126641,7 Years and 4 Months,Yes,51.24705748,183.6222339,Low_spent_Small_value_payments,266.5637086,2024-01-01
CUS_0x2982,33580.53,2667.3775,8,7,19,1,Mortgage Loan,14,17,7.78,7,_,517.32,27.61716242,20 Years and 3 Months,NM,26.01741948,309.4388911,Low_spent_Small_value_payments,221.2814395,2024-01-01
CUS_0x2a06,35917.12,2761.672474,9,6,34,4,"Mortgage Loan, Payday Loan, Payday Loan, and Home Equity Loan",47,18_,5.39,6,Bad,1523.8,28.79751953,18 Years and 6 Months,Yes,164.9535656,174.2337317,Low_spent_Large_value_payments,265.7428958,2024-01-01
CUS_0x2a23,38760.82,3310.068333,1,2,11,3,"Personal Loan, Debt Consolidation Loan, and Mortgage Loan",11,8,6.74,4,Good,468.18,40.13499547,26 Years and 6 Months,No,84.51850714,368.74113,Low_spent_Small_value_payments,167.7471962,2024-01-01
CUS_0x2a70,9759.375,813.28125,7,9,24,8,"Personal Loan, Student Loan, Not Specified, Mortgage Loan, Auto Loan, Student Loan, Student Loan, and Payday Loan",15,21,1.85,10,_,4342.44,33.30267099,9 Years and 0 Months,Yes,55.93918921,38.50490358,Low_spent_Medium_value_payments,266.8840322,2024-01-01
CUS_0x2a75,86092.12,6929.343333,7,3,14,1,Student Loan,7,19,11.43,4,Standard,707.95,26.82983943,25 Years and 5 Months,No,64.03988274,647.6575057,Low_spent_Large_value_payments,251.2369449,2024-01-01
CUS_0x2a8b,32570.85,2936.2375,6,7,16,2,"Auto Loan, and Payday Loan",15,18,11.32,5,Standard,630.27,36.54206477,16 Years and 2 Months,Yes,50.16601483,172.9109058,Low_spent_Large_value_payments,340.5468294,2024-01-01
CUS_0x2af3,80442.28,6995.523333,8,7,21,9,"Auto Loan, Home Equity Loan, Payday Loan, Student Loan, Debt Consolidation Loan, Auto Loan, Not Specified, Home Equity Loan, and Credit-Builder Loan",27,20,19.33,10,Bad,2738.93,34.79344311,1 Years and 4 Months,Yes,374.6506222,456.5683938,Low_spent_Medium_value_payments,148.3333173,2024-01-01
CUS_0x2b05,39928.5_,3375.375,3,5,8,4,"Auto Loan, Debt Consolidation Loan, Not Specified, and Student Loan",15,16,9.17,3,_,461.43,23.36068591,28 Years and 8 Months,NM,76.00051095,438.302995,Low_spent_Small_value_payments,113.2339941,2024-01-01
CUS_0x2b52,88778.4,7635.2,3,7,8,4,"Debt Consolidation Loan, Auto Loan, Mortgage Loan, and Mortgage Loan",10,8,4.17,8,Standard,44.85,38.64339139,26 Years and 2 Months,Yes,295.31375,234.7524496,High_spent_Medium_value_payments,483.4538005,2024-01-01
CUS_0x2b59,28146.26,2599.521667,6,8,21,5,"Credit-Builder Loan, Auto Loan, Home Equity Loan, Debt Consolidation Loan, and Personal Loan",28,24,13.91,13,_,4841.16,35.3473906,6 Years and 0 Months,Yes,71.08314697,236.8711267,Low_spent_Medium_value_payments,231.997893,2024-01-01
CUS_0x2bed,104177.61,8671.4675,3,6,1,2,"Auto Loan, and Payday Loan",6,1,4.22,3,Good,581.83,42.43558842,25 Years and 0 Months,No,141.6961458,112.0592446,High_spent_Medium_value_payments,863.3913596,2024-01-01
CUS_0x2bfc,69363.87_,6028.3225,4,4,19,-100,"Auto Loan, Personal Loan, Auto Loan, Student Loan, Credit-Builder Loan, and Personal Loan",32,10,16.04,11,Standard,449.06,30.8580217,17 Years and 6 Months,Yes,228.4814754,413.6776805,Low_spent_Large_value_payments,230.6730941,2024-01-01
CUS_0x2c08,66357.14,5688.761667,8,4,8,1,Student Loan,12,15,9.66,2,Standard,1414.17,28.70987071,20 Years and 2 Months,No,47.08813642,126.2718171,High_spent_Medium_value_payments,645.5162132,2024-01-01
CUS_0x2d14,18995.89,1597.990833,2,3,6,0,,16,2,8.42,5,Good,953.75,27.29122565,25 Years and 2 Months,No,60579.0,97.5068268,Low_spent_Medium_value_payments,342.2922565,2024-01-01
CUS_0x2e16,17810.5,1200.208333,5,7,8,1,Student Loan,4,16,8.23,9,_,1163.48,28.75308316,32 Years and 11 Months,No,14.20584915,34.80666609,Low_spent_Medium_value_payments,351.0083181,2024-01-01
CUS_0x2e1a,47390.28,3865.19,8,4,14,2,"Auto Loan, and Personal Loan",26,17,9.87,12,Standard,938.85,31.5522837,8 Years and 6 Months,Yes,41.95345502,97.44073088,High_spent_Small_value_payments,507.1248141,2024-01-01
CUS_0x2e8d,57396.72,5074.06,3,3,13,2,"Personal Loan, and Mortgage Loan",9,9_,11.8,4,_,351.72,28.14586243,23 Years and 0 Months,NM,61.01002645,553.2170852,Low_spent_Small_value_payments,183.1788883,2024-01-01
CUS_0x2ee4,20818.74,1762.895,8,768,15,3,"Auto Loan, Personal Loan, and Mortgage Loan",21,13_,16.18,8,Standard,1821.25,24.08075478,10 Years and 2 Months,Yes,44.88416188,31.57963518,High_spent_Medium_value_payments,349.8257029,2024-01-01
CUS_0x2fa7,14785.12,1365.093333,6,9,17,5,"Not Specified, Payday Loan, Credit-Builder Loan, Home Equity Loan, and Payday Loan",58,22,22.41,17,Bad,4780.8,27.69242966,1 Years and 11 Months,Yes,43.96605325,99.3682226,Low_spent_Medium_value_payments,273.1750575,2024-01-01
CUS_0x2fc5,9360.515,531.0429167,8,6,15,5,"Debt Consolidation Loan, Auto Loan, Not Specified, Personal Loan, and Home Equity Loan",55,16,11.92,17,Standard,2113.29,38.98510594,14 Years and 11 Months,Yes,21.71699905,21.86208611,!@9#%8,299.5252065,2024-01-01
CUS_0x2ff7,26405.15,1911.429167,5,7,8,4_,"Credit-Builder Loan, Mortgage Loan, Home Equity Loan, and Payday Loan",13,21,10.08,4,Standard,873.11,27.94291546,16 Years and 11 Months,Yes,59.72156372,109.7270826,Low_spent_Small_value_payments,311.6942704,2024-01-01
CUS_0x303a,32011.89,2806.6575,2,6,4,3,"Credit-Builder Loan, Home Equity Loan, and Payday Loan",12,9,_,1,Good,1215.09,25.13083788,26 Years and 0 Months,NM,66.35744899,117.9253972,High_spent_Medium_value_payments,346.3829038,2024-01-01
CUS_0x305c,14239.41,1255.6175,5,3,7,2,"Student Loan, and Personal Loan",17,16,17.01,10,Standard,55.46,37.04203808,13 Years and 9 Months,Yes,18.46749417,113.6640629,Low_spent_Small_value_payments,283.4301929,2024-01-01
CUS_0x3082,20367.72,1526.31,10,8,34,3,"Credit-Builder Loan, Not Specified, and Payday Loan",20,12,20.55,11,Standard,2108.15,36.72377244,6 Years and 8 Months,Yes,36.59172018,141.9262582,Low_spent_Large_value_payments,244.1130216,2024-01-01
CUS_0x308d,116794.11,9483.8425,3,6,12,0,,3,11,3.5,7,Good,226.98,36.47013276,19 Years and 10 Months,No,0.0,668.5941115,Low_spent_Medium_value_payments,559.7901385,2024-01-01
CUS_0x3101,70097.54,5850.461667,5,5,20,1,Debt Consolidation Loan,35,9,13.02,7,Standard,229.36,26.38279132,30 Years and 8 Months,Yes,53.38330127,207.4157766,Low_spent_Large_value_payments,594.2470888,2024-01-01
CUS_0x3127,37972.16,2986.346667,9,10,21,7,"Credit-Builder Loan, Mortgage Loan, Student Loan, Home Equity Loan, Student Loan, Auto Loan, and Personal Loan",51,18,17.14,11,Bad,4708.63,37.87716366,12 Years and 2 Months,Yes,217.6533678,323.9556286,Low_spent_Small_value_payments,47.02567027,2024-01-01
CUS_0x3161,58698.08,4917.506667,8,4,10,2,"Auto Loan, and Student Loan",20,14,9.75,5,Good,453.31,40.79064035,15 Years and 10 Months,NM,91.962713,202.7504145,High_spent_Medium_value_payments,447.0375392,2024-01-01
CUS_0x3187,9983.345,758.9454167,7,11,15,5,"Not Specified, Student Loan, Auto Loan, Payday Loan, and Auto Loan",22,16,10.26,11,Standard,1823.35,26.29494403,9 Years and 9 Months,Yes,29.24151869,10.61290788,High_spent_Large_value_payments,276.0401151,2024-01-01
CUS_0x31b8,110439.56,9224.296667,3,7,15,4,"Personal Loan, Payday Loan, Not Specified, and Not Specified",18,16,6,7,Standard,1218.92,26.44091018,27 Years and 6 Months,NM,348.9438197,86.38870329,High_spent_Large_value_payments,727.0971437,2024-01-01
CUS_0x31c0,59931.4,4828.283333,9,5,20,9,"Debt Consolidation Loan, Mortgage Loan, Credit-Builder Loan, Mortgage Loan, Auto Loan, Student Loan, Mortgage Loan, Personal Loan, and Not Specified",40,20,20.92,17,Bad,3776.3,39.92913409,2 Years and 4 Months,Yes,390.854909,354.7002386,Low_spent_Small_value_payments,27.27318576,2024-01-01
CUS_0x3214,37550.74,2930.228333,0,5,9,2,"Student Loan, and Debt Consolidation Loan",10,0,7.96,0,Good,417.92,33.79358024,22 Years and 11 Months,No,61.35582984,208.5270395,Low_spent_Small_value_payments,313.139964,2024-01-01
CUS_0x323f,15620.91,1017.7425,4,6,4,0,,7,1,11.17,5,Good,814.54,28.8003437,15 Years and 10 Months,No,0.0,97.47309211,Low_spent_Small_value_payments,294.3011579,2024-01-01
CUS_0x332e,35681.42,2918.451667,4,4,6,2,"Payday Loan, and Debt Consolidation Loan",15,8,10.32,2,Standard,133.3,26.62207556,24 Years and 11 Months,No,53.77869164,70.48505497,Low_spent_Large_value_payments,437.5814201,2024-01-01
CUS_0x3389,43782.45_,3543.5375,6,9,25,8,"Payday Loan, Auto Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, Not Specified, and Personal Loan",32,16,-3.12,12,_,3468.25,29.43350638,7 Years and 1 Months,Yes,240.6647388,92.21289523,High_spent_Small_value_payments,281.476116,2024-01-01
CUS_0x33b7,20770.6,1784.883333,7,4,17,3,"Home Equity Loan, Credit-Builder Loan, and Credit-Builder Loan",16,12,_,4,Standard,167.61,36.94265255,25 Years and 6 Months,No,35.37081542,100.9483764,Low_spent_Small_value_payments,332.1691415,2024-01-01
